Date,Close,High,Low,Open,Volume,MA_10,MA_50,EMA_10,EMA_50,RSI
2024-09-09,403.3587341308594,406.27167441765806,399.8095040440946,404.8698768958274,15295100,407.8464630126953,,407.1752660950035,419.3889541434117,33.05464329495592
2024-09-10,411.7893981933594,413.9069762623546,405.327227721672,405.8243177579556,19594300,407.91705322265625,,408.01419920379544,419.0909323414489,39.78021353593876
2024-09-11,420.5779418945313,421.5223947493852,407.1962564161617,413.08181573237965,19266900,408.8317016601562,,410.29851605665647,419.14924644156974,49.08391966632968
2024-09-12,424.514892578125,424.8827343519594,417.3070870249835,420.8463656693976,17418800,410.4621551513672,,412.88331178783255,419.35966393712096,60.33206877372439
2024-09-13,428.083984375,429.3167579290349,422.98383586069434,423.3516776250456,15874600,412.19898681640626,,415.6470704400448,419.70179415037114,61.94596909969049
2024-09-16,428.8296203613281,431.0068771042965,425.72778345078893,428.0939368309987,13834700,413.6107208251953,,418.04389769845994,420.05974811942826,66.1655707161884
2024-09-17,432.6174621582031,439.27848092894993,429.7542186309563,437.6679140298658,18874200,416.16675720214846,,420.6936366911405,420.55220749349786,68.16093054550569
2024-09-18,428.302734375,433.4923558065776,427.9050683956392,432.46835149823806,18898000,418.3450073242187,,422.07710899729676,420.85614972414504,66.90647075590162
2024-09-19,436.1368713378906,438.9305149970845,434.3572804602649,438.6620972919553,21706600,421.3573760986328,,424.63342942285925,421.4553937089978,69.62997700022626
2024-09-20,432.7367858886719,436.6836823244085,431.69290886011487,434.6754493302442,55167100,424.69484252929686,,426.1067669620979,421.89780124545564,64.04774397266121
2024-09-23,430.9870300292969,433.9198431554934,427.88519293448667,431.75253779309,15128900,427.4576721191406,,426.9940875197704,422.25424158992,70.54105822589572
2024-09-24,426.6722717285156,430.82793711748263,423.6201316482112,430.47996802683457,17015800,428.9459594726562,417.96945617675783,426.93557555772406,422.4274976737865,66.2445916305945
2024-09-25,429.59515380859375,430.599285430914,426.0757780554542,427.3284243659067,13396400,429.8476806640625,417.6393634033203,427.4191352397003,422.70858222809267,68.29683755907678
2024-09-26,428.7998046875,432.766573468399,426.6324994108163,432.5578041483432,14492000,430.276171875,417.412451171875,427.67016604839114,422.94745369708903,75.12303493108583
2024-09-27,425.5289306640625,429.3366572153901,424.982143776937,429.0085608111411,14896100,430.0206665039062,417.1826422119141,427.28085052396773,423.0486880879507,69.15805335340366
2024-09-30,427.795654296875,427.91498138591425,422.89435403602215,425.71782167728367,16807300,429.9172698974609,417.06287170410155,427.37445120995085,423.2348436255556,65.48072955498138
2024-10-01,418.2416076660156,425.9862787507864,416.3725443176016,425.95645456288486,19092900,428.4796844482422,416.6363067626953,425.7139342019626,423.0390304506717,47.77334458726435
2024-10-02,414.7023620605469,420.3592494217051,414.2847930567838,420.12062555956777,16582300,427.11964721679686,416.10104797363283,423.71183017625066,422.71210227851,40.5766817441947
2024-10-03,414.11578369140625,417.1082451347957,411.8788784861643,415.1994363500383,13686400,424.91753845214845,415.8706304931641,421.9670944517335,422.3749917456824,35.77073255654899
2024-10-04,413.6385498046875,417.3070766219624,412.554897189336,415.8058550353904,19169700,423.00771484375,415.8390704345703,420.452813606816,422.03238617936887,34.43991885192352
2024-10-07,407.1565246582031,414.68244492002515,406.6196589116371,413.5789195776064,20919800,420.6246643066406,415.5415155029297,418.03530652525,421.44901906089177,25.28468540633287
2024-10-08,412.29644775390625,413.24093104669487,405.7945313192391,408.5086237522523,19229300,419.1870819091797,415.3177807617187,416.9918776577329,421.09009469591194,34.707452701898916
2024-10-09,415.0303955078125,417.9334146057065,411.8887829065184,413.4397013585542,14974300,417.73060607910156,415.22434509277343,416.6352445395655,420.85245943363356,27.657269123789774
2024-10-10,413.41986083984375,414.92108254210694,410.74551386798254,412.81342552487126,13848400,416.19261169433594,415.18940307617186,416.05062932143426,420.56098497897517,28.746394646448707
2024-10-11,413.89703369140625,414.70231708134946,410.8448937448496,413.7180885691892,14144900,415.0294219970703,415.1886163330078,415.65906647961094,420.2996535559333,30.654861631678756
2024-10-14,416.7006530761719,421.5721293976272,415.0900558618419,415.3386008817118,16653100,413.919921875,415.41499084472656,415.84844586080385,420.15851628221714,38.31272605530629
2024-10-15,416.3029479980469,420.02120204810905,412.8432208119586,419.7229298265709,18900200,413.72605590820314,415.89818115234374,415.93108261302984,420.00731752597517,33.440622046423854
2024-10-16,413.69818115234375,413.93677464609624,408.0910216693982,412.7537283462629,15508900,413.6256378173828,416.2407543945312,415.5251005292687,419.75990041328373,31.998044285866044
2024-10-17,414.2947082519531,420.0410676802283,413.1712799502717,419.9018679111856,14820000,413.6435302734375,416.61867858886717,415.301392842484,419.5455791520551,35.69619544902436
2024-10-18,415.7263488769531,417.2076674979936,413.8374127793913,414.7122961104646,17145300,413.85231018066406,416.94068420410156,415.37865757602384,419.3958054157766,34.299055847970166
2024-10-21,416.3427429199219,416.5216880571269,411.3420182082338,413.6982202013397,14206100,414.77093200683595,417.20892456054685,415.55394582036894,419.2760774747627,46.78129215947558
2024-10-22,425.0219421386719,428.07405197206367,415.6070554250592,416.0544182638452,25482200,416.0434814453125,417.63506896972655,417.275399696424,419.50140550079834,64.89664262542357
2024-10-23,422.1288757324219,428.5711433507003,420.0709156477079,428.35242251551375,19654400,416.7533294677734,417.86044738769533,418.15784988478725,419.6044435490973,60.844988282408416
2024-10-24,422.2581176757813,423.5008427798279,419.941661091456,422.85460145374896,13581600,417.6371551513672,418.0318444824219,418.90335311951344,419.7085092011242,61.776728904158766
2024-10-25,425.658203125,430.0027653012564,424.0874119188817,424.2763085648032,16899100,418.8132720947266,418.17341552734376,420.1315076659655,419.94183053147225,77.60305450558697
2024-10-28,424.1072998046875,429.4261695906152,423.8189790705798,429.1478003666399,14882400,419.55393676757814,418.3348712158203,420.85437896391494,420.10518226767675,69.73421743954573
2024-10-29,429.43609619140625,430.6489970983667,423.32186444879665,425.5090727531412,17644100,420.86725158691405,418.5420587158203,422.4146911870952,420.4711004607642,72.14922241282878
2024-10-30,430.0127258300781,435.9479823564893,429.5852356603292,434.8941538571239,29749100,422.4987060546875,418.6957598876953,423.79615203127383,420.8452818477961,76.34980251520511
2024-10-31,403.985107421875,413.73801220344217,403.9353802107126,412.942649884576,53971000,421.4677459716797,418.34203063964844,420.194143920474,420.1840985369757,41.31084527133243
2024-11-01,407.981689453125,413.0818383039077,405.12839737386855,406.6296190582037,24230400,420.6932800292969,418.23903381347657,417.97369765368325,419.7055726905502,42.51323207479037
2024-11-04,406.0827941894531,408.0314090256176,403.2096294840388,407.414991879503,19672300,419.66728515625,418.0734033203125,415.8117152056414,419.17134608266406,41.44475599363186
2024-11-05,409.0653076171875,412.4852893556826,405.70497425343626,405.9932949580096,17626000,418.0716217041016,418.03303955078127,414.58509564410434,418.7750308487238,46.14621485747011
2024-11-06,417.7345581054687,418.00300613139274,408.1307753660983,410.0197416967975,26681800,417.63218994140624,418.1591015625,415.1577251825342,418.73422799604714,52.52259361394425
2024-11-07,422.9540100097656,424.3657590257446,417.43632288625736,418.8281688837221,19901800,417.7017791748047,418.453974609375,416.57523151475806,418.899709643644,55.02139705919768
2024-11-08,420.0808410644531,424.0177855133015,419.32525452801985,422.8446603519728,16891400,417.14404296875,418.6412780761719,417.21261506924805,418.9460285228914,52.518071982034506
2024-11-11,415.57720947265625,422.3376216288976,413.5788978774876,420.0609408352946,24503300,416.29103393554686,418.65857666015626,416.9152685971404,418.81391797190184,43.258561823618
2024-11-12,420.5679931640625,421.969790701444,414.77193671429194,415.8158136502301,19401200,415.4042236328125,418.92879455566407,417.57940033658076,418.88270523433954,48.91827060344796
2024-11-13,422.7253723144531,426.8313104637277,415.7760330857976,419.1860937392156,21502200,414.67548828125,419.2528973388672,418.51503160528483,419.0333980610107,50.31496480894133
2024-11-14,424.4055480957031,425.6780973820496,417.5556327945319,422.526533184943,30246900,416.7175323486328,419.62074462890627,419.58603460354266,419.2440706113908,49.13557273913111
2024-11-15,412.5847473144531,420.3393400677491,411.23267692258383,417.3767027455775,28247600,417.17783813476564,419.8851971435547,418.3130732782536,418.98292067817755,43.03568563001821
2024-11-18,413.34033203125,415.9649517435253,409.7016291897124,412.4554971706168,24742000,417.9035919189453,420.0848291015625,417.40893850607114,418.76164269202354,39.7023312116834
2024-11-19,415.3584899902344,415.5076109291685,409.154785870871,410.7057043157201,18133500,418.53291015625,420.1562109375,417.0361296850099,418.62818572332594,40.79438342172341
2024-11-20,413.0718688964844,414.86141123218795,408.19044109637775,414.4438422518667,19191700,418.06664123535154,420.00608947753904,416.315354996187,418.4102909458027,58.13453349950907
2024-11-21,411.2887268066406,418.1722655525636,408.7186214344056,417.8933391524707,20780200,416.9001129150391,419.7415661621094,415.40142259808766,418.1310139207376,53.08264790536969
2024-11-22,415.40289306640625,415.8013549892085,409.48564079067086,409.79445106089474,24814600,416.43231811523435,419.4879443359375,415.4016899559638,418.0240287891952,58.34314528444459
2024-11-25,417.1860656738281,419.4672732103364,413.2611532266888,416.7776323033626,27691100,416.59320373535155,419.2550732421875,415.72612190466634,417.9911674905534,57.42904188891823
2024-11-26,426.350830078125,427.396826920373,417.24585120009374,417.9830073436352,23458900,417.17148742675784,419.12974060058593,417.65788702711336,418.3189973959484,57.811528186331515
2024-11-27,421.3699645996094,425.5937463329837,420.4036784238945,423.48184026594765,18332400,417.03594665527345,418.99108520507815,418.3328102221126,418.43864316864097,48.55766184831358
2024-11-29,421.8381958007813,423.2527707652543,416.1998692026867,418.4811073183322,16271900,416.7792114257812,418.7051116943359,418.9701530545978,418.5719589581367,51.67343285490527
2024-12-02,429.3293762207031,431.3416287639885,419.6963985253484,419.95541246483856,20207200,418.45367431640625,418.63696350097655,420.85364817570786,418.9938184586295,62.390449946410726
2024-12-03,429.5485534667969,430.8136785324232,426.1017830789421,428.19374634076934,18302000,420.0744964599609,418.6081939697266,422.43454004681496,419.4077296354204,58.85247923566803
2024-12-04,435.7447204589844,437.98610309109085,430.973057365549,431.3715193088951,26009400,422.1131195068359,418.7896429443359,424.85457284902753,420.0483959422269,61.88716530097278
2024-12-05,440.9248046875,442.9570002031869,434.4995257845279,436.2428234590915,21697800,424.8984130859375,419.01623596191405,427.77643318329524,420.86707863811995,64.17667077149679
2024-12-06,441.87115478515625,444.3914637865622,440.0780304611881,440.605999369761,18821000,427.95665588378904,419.2776629638672,430.339109838179,421.69076789878807,80.90087641735988
2024-12-09,444.311767578125,446.61291802797285,438.8129196876974,440.904882933204,19144400,430.84754333496096,419.65331970214845,432.8795930636237,422.57786592542874,81.55669042682464
2024-12-10,441.6320495605469,447.89796761162455,439.9086948512907,442.6880177694449,18469500,433.2921417236328,419.9300476074219,434.470948790337,423.32508881308047,76.41394815707508
2024-12-11,447.2704162597656,448.6252234428676,442.34933339299914,442.34933339299914,19200200,435.38410034179685,420.51062377929685,436.79812469386945,424.2641212619701,82.21051530247965
2024-12-12,447.8381958007813,454.4129240722559,447.389907127457,447.389907127457,20834800,438.0309234619141,421.17334045410155,438.8054103496716,425.188594773296,85.23136770847982
2024-12-13,445.5569763183594,449.7010474581427,443.8734464678006,446.722508676707,20177800,440.4028015136719,421.80216430664063,440.0329677985239,425.98735483388674,80.13137070140604
2024-12-16,449.86041259765625,450.4481492573408,443.57458224663304,445.55695084461104,23598800,442.4559051513672,422.5266015625,441.8197759438207,426.923553177564,81.08411299608231
2024-12-17,452.7194519042969,453.5462901057899,447.84819595840975,449.2826833242326,22733500,444.7729949951172,423.4378601074219,443.80153520936176,427.9351570492006,78.50524514167054
2024-12-18,435.71484375,450.9163784238889,435.3462352856184,449.5914856002837,24444500,444.77000732421874,423.90622802734373,442.33122767129595,428.24024280217316,62.30771365745575
2024-12-19,435.356201171875,441.4826409757379,434.6489289397384,439.92861811038824,22963700,444.21314697265626,424.312744140625,441.06304103503754,428.5192999931419,61.620118825013215
2024-12-20,434.9278869628906,442.0405259174741,426.988409771976,431.4512325197303,64263700,443.51882019042966,424.74290466308594,439.94755847646536,428.77061712921045,55.47761800114655
2024-12-23,433.5830383300781,435.9738405026486,431.1722932989543,435.06732205874545,19152500,442.445947265625,425.1366247558594,438.79037299530404,428.95933952924446,53.86228954930508
2024-12-24,437.64739990234375,437.91638528778583,432.52710135873434,432.98533109593694,7164500,442.0474822998047,425.5555596923828,438.58255970567484,429.3000477791699,51.89898092764884
2024-12-26,436.43206787109375,439.2512462781778,434.9577555797017,437.3983540840164,8194200,440.9636474609375,425.95814208984376,438.19156119029645,429.57973484159834,45.13063001678934
2024-12-27,428.881103515625,433.5531436249425,424.7171198755552,432.9355230391817,18117700,439.06793823242185,426.26180053710937,436.4987507039925,429.5523375346974,37.684176902413896
2024-12-30,423.2029113769531,425.9124951444225,420.2841404099869,424.428211489687,13158700,436.83253173828126,426.43996459960937,434.08132537180353,429.30334043047213,31.144329655219835
2024-12-31,419.88568115234375,425.09566152109494,419.0489019483089,424.4680695178944,13246500,433.83505859375,426.52315124511716,431.50029915008355,428.9340204587808,30.79361297372128
2025-01-02,416.9768676757813,424.43820240788705,413.2611726539346,423.900262040925,16896500,430.26080017089845,426.53583374023435,428.85967524566496,428.46511250650633,21.889398181160246
2025-01-03,421.7286071777344,422.4059955323201,417.93320162542307,419.4672816518615,16662900,428.8621765136719,426.46996704101565,427.5631174151321,428.20093582694665,27.517604958346638
2025-01-06,426.21136474609375,432.6565862275622,423.85044657634234,426.3607841744266,20573600,427.94769287109375,426.5516168212891,427.31734420257965,428.1229134316191,33.950420052752776
2025-01-07,420.7523498535156,429.00063686122985,419.18835553907815,427.356962317073,18139100,426.53013916015624,426.52150146484377,426.12370886638615,427.8338717226739,26.305572958613027
2025-01-08,422.9339599609375,425.3347334633813,419.9255373117582,421.8381668103431,15054600,425.46523132324216,426.4670166015625,425.54375451994093,427.6417183202529,25.483750883554606
2025-01-10,417.345458984375,423.0833778600729,413.4304875422897,423.0036976315441,20201100,423.43503723144534,426.33177978515624,424.05315533165617,427.2379434443361,31.381243906422398
2025-01-13,415.5921936035156,416.8971739621178,410.71096634455273,413.6496498082875,17604800,421.3510498046875,426.0549017333984,422.5147986538124,426.7812473721471,30.51845345349858
2025-01-14,414.0780334472656,418.13242259689986,409.1469793562449,416.2098216251219,16935900,419.87074279785156,425.7362078857422,420.98084134353115,426.283082120191,29.87885042197368
2025-01-15,424.67724609375,426.51019531397225,416.6680304830878,417.5247525233758,19637800,420.01817626953124,426.15005065917967,421.65291493448,426.2201081583698,42.70795903813275
2025-01-16,422.953857421875,427.8450559110229,422.7646130850573,427.0581034768278,15300000,420.3249938964844,426.4494940185547,421.8894499321882,426.0920198941935,37.48935962342159
2025-01-17,427.3868408203125,432.81597982276594,426.53014915865293,432.4274589059452,26197500,421.3659912109375,426.87557495117187,422.8889755482108,426.1427971854139,42.69861211700192
2025-01-21,426.85888671875,429.2496888722742,423.9699995165458,428.55238804454143,26085700,421.87901916503904,427.2314465332031,423.6107775792179,426.17087912789765,48.15890374420698
2025-01-22,444.4910888671875,445.5569677171093,434.33014218783535,435.8841650351672,27803800,423.7069915771484,427.7665771484375,427.40719781339413,426.8893187255169,65.91691009264412
2025-01-23,444.9991149902344,445.03897030447143,439.8090775364838,440.30716256200645,18389300,426.1316680908203,428.20747924804687,430.60572820918327,427.59950681432935,69.60038337738906
2025-01-24,442.3592834472656,444.9393603072831,439.70946738545626,443.4550766157881,15549500,428.07420043945314,428.6530480957031,432.74273825247093,428.1783215842484,69.89384445157748
2025-01-27,432.8956604003906,433.5332238334213,421.8780219291722,422.3860783898249,35647800,429.6292205810547,428.9994171142578,432.7705422793654,428.3633152633128,58.150356687523555
2025-01-28,445.4872741699219,446.66274757404807,429.7278561291377,432.93552501884864,23491700,432.6187286376953,429.497802734375,435.0826753503756,429.034843063572,62.579659379103965
2025-01-29,440.6358947753906,445.1684868455072,438.7132938317083,444.97921209968376,23581400,435.27451477050784,429.85601318359375,436.09235160946923,429.4897862679571,63.079945491527816
2025-01-30,413.4006042480469,421.240457770868,411.5776264111281,417.1661258658952,54586300,434.1468505859375,429.63591430664064,431.9665793619379,428.8588379534508,45.28338579065407
2025-01-31,413.4703369140625,419.0787791378778,413.32091748728266,417.3753368711932,34223400,433.19849853515626,429.6536260986328,428.60362618959687,428.2553673244552,47.97204624335062
2025-02-03,409.3462219238281,413.819015846871,407.0948678187981,410.02361028085903,25679100,431.3944366455078,429.57374389648436,425.10227995945706,427.5138322107052,46.81046493144622
2025-02-04,410.7906494140625,412.3347312724244,408.1707172498281,411.1094311345796,20532100,429.78761291503906,429.4823870849609,422.5001653148398,426.8580211206408,48.32008533612797
2025-02-05,411.7071228027344,412.2450327338191,408.828176805576,410.77072053658367,16316700,426.50921630859375,429.45509216308596,420.53779394900243,426.2638682454288,42.64407321778376
2025-02-06,414.2274475097656,416.59833715024297,412.41441067873023,412.41441067873023,16309800,423.4320495605469,429.51386657714846,419.3904582327775,425.79185174599104,45.09520664842752
2025-02-07,408.1806945800781,417.0466023053385,406.5370200109021,414.8849302333569,22886800,420.0141906738281,429.3694226074219,417.35231938683216,425.10121813164153,39.39727513642008
2025-02-10,410.6412048339844,413.8687859546339,409.3461959746536,412.1254884282369,20817900,417.7887451171875,429.238525390625,416.13211674085983,424.5341587866354,41.23409324616379
2025-02-11,409.86419677734375,410.9101631414249,407.73237833536206,408.0711028958629,18140600,414.2264373779297,428.9087927246094,414.9924949293114,423.95886615882,27.113483159665492
2025-02-12,407.473388671875,409.1768308737253,402.82126135721137,405.6503805324544,19121700,410.9101867675781,428.6308612060547,413.6253847006866,423.3123768456065,25.79981224648847
2025-02-13,408.9676513671875,409.4258810673793,404.8036375500993,405.4412009596675,23891700,410.4668914794922,428.37345031738283,412.7785240945958,422.7498385915508,28.142924546958554
2025-02-14,406.86572265625,407.3438952203064,404.3255012113121,406.2281896382051,22758500,409.8064300537109,427.92417724609373,411.7034692876238,422.12693208428414,31.14445624920694
2025-02-18,408.0711059570313,409.0274206742818,404.943117468385,406.4373725143938,21423100,409.6789184570313,427.49462829589845,411.0430395911524,421.57572321654874,17.542324197395644
2025-02-19,413.1814270019531,413.8986706302125,406.0887013451084,406.3178313932664,24114200,409.9179962158203,427.0433624267578,411.4318373022071,421.24653512970184,26.290388892988545
2025-02-20,415.3674621582031,418.5416276159257,411.78404435480104,414.52900508229465,23508700,410.2840301513672,426.5322155761719,412.1474054578427,421.0159832484666,52.993870114812246
2025-02-21,407.4619445800781,417.2839090748864,407.1425541325549,416.5752186827425,27524800,409.60747985839845,425.84403137207033,411.2955034800673,420.48445232029457,42.61575586458625
2025-02-24,403.2596740722656,408.6198287275297,398.58825743588903,407.7614192904554,26443700,409.11537780761716,425.02298950195313,409.8344435877397,419.8089708203719,42.53404607356497
2025-02-25,397.17083740234375,401.18349019975926,395.9730546936776,400.3649855487621,29387400,407.7683410644531,424.1337652587891,407.5319697358495,418.92120088241,35.002332180461025
2025-02-26,398.99749755859375,402.860400830509,393.5275288045757,397.28064827533655,19619000,406.6816711425781,423.1683068847656,405.98024752180294,418.13987918343685,36.27962783232292
2025-02-27,391.8106994628906,404.9964840093174,391.4513737735657,400.5346739302656,21127400,405.1154022216797,422.0477569580078,403.40396605654615,417.10736233165073,28.015508070685385
2025-02-28,396.2625122070313,396.9013540385077,385.8616237546672,391.94046026830176,32845700,403.8448883056641,421.06186767578123,402.1055199020889,416.2899172287245,37.93416879280213
2025-03-03,387.778076171875,398.0891633417286,385.4523593369203,398.0891633417286,23007700,401.9361236572266,419.8202209472656,399.50053013295906,415.1718058147304,29.36990532250438
2025-03-04,387.8978576660156,391.86058386063223,380.3018176104046,382.6974135187692,29342900,399.918798828125,418.5237890625,397.3909533207875,414.1022392206632,29.94119407626883
2025-03-05,400.2851257324219,400.9339589862258,388.09750890861034,388.62653647287385,23433100,398.62916870117186,417.81519470214846,397.9171664865392,413.56039163288904,44.449330300018254
2025-03-06,396.1627197265625,401.4130601425524,391.9604125552081,393.557486671848,23304600,396.7086944580078,417.0313250732422,397.5981761665434,412.8781299895037,40.4978961814221
2025-03-07,392.5892639160156,394.07652376953155,384.83351327034705,391.601087821307,22034100,395.22142639160154,416.1845526123047,396.6874648482656,412.0824881827003,39.63234932354777
2025-03-10,379.46337890625,385.69193466137494,376.5287638766263,385.1329632711281,32840100,392.841796875,415.10215942382814,393.5558128588082,410.8033074267611,32.29094879700155
2025-03-11,379.7528381347656,385.29265558349334,376.2193166501511,378.30548307291184,30380200,391.09999694824216,413.94426818847654,391.0461810908005,409.5856419643299,27.99320944249125
2025-03-12,382.5676574707031,384.5140963348653,378.2555969008229,382.2482670126177,24253600,389.45701293945314,412.8669799804687,389.50463134169183,408.52611316065827,28.58444842776271
2025-03-13,378.0758972167969,384.6139126915579,376.75833925299,382.4578672121625,20473000,388.0835327148437,411.8508758544922,387.42667968262,407.3319870452127,29.91813945573128
2025-03-14,387.8479614257813,389.51491455417886,378.8145577339824,379.0840519928303,19952800,387.2420776367188,411.14377685546873,387.50327636319474,406.5679076091566,40.212976496539014
2025-03-17,387.98773193359375,391.9903630236123,384.8634626840814,385.9913968692823,22474300,387.26304321289064,410.50581787109377,387.59135919417633,405.8392732689384,43.69174160525672
2025-03-18,382.8171997070313,386.6601507855219,380.4016513456866,386.3607127115223,19486900,386.7549774169922,409.82262451171874,386.7233301965136,404.936446854746,39.37327930808347
2025-03-19,387.1093444824219,388.9659214939022,383.29633715100766,384.8235322758774,19185500,385.43739929199216,409.1302392578125,386.79351461213327,404.2373448009294,46.790252789417714
2025-03-20,386.131103515625,391.07204471614995,382.5776297310475,385.0331131975468,18470500,384.4342376708984,408.3286340332031,386.6730762309499,403.52729612307434,42.738593204961376
2025-03-21,390.54302978515625,391.0221306945889,382.09851071654674,382.5177544739553,39675900,384.2296142578125,407.7244476318359,387.3767041498965,403.01810920786187,52.104562386121536
2025-03-24,392.3596801757813,394.67543616141086,389.09568331150246,394.67543616141086,21004500,385.5192443847656,407.1129620361328,388.28269979096643,402.6001315987607,53.310626203231124
2025-03-25,394.4358825683594,395.63366532055824,391.9205113732519,393.198164585924,15775000,386.987548828125,406.6547705078125,389.40146029594695,402.27996497011753,44.875855770690876
2025-03-26,389.2554016113281,394.5856126855185,387.85797313035886,394.27618318122023,16108400,387.6563232421875,406.12803466796873,389.3749041714708,401.76919777957676,44.059078751545336
