Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09859661012887955,469033600
1980-12-15,0.09345277398824692,0.0938814311544868,0.09345277398824692,0.0938814311544868,175884800
1980-12-16,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08702219745467438,105728000
1980-12-17,0.08873683214187622,0.08916548943040956,0.08873683214187622,0.08873683214187622,86441600
1980-12-18,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09130951017141342,73449600
1980-12-19,0.09688199311494827,0.09731065023877628,0.09688199311494827,0.09688199311494827,48630400
1980-12-22,0.10159721225500107,0.1020266363879695,0.10159721225500107,0.10159721225500107,37363200
1980-12-23,0.10588452219963074,0.10631317940348693,0.10588452219963074,0.10588452219963074,46950400
1980-12-24,0.11145703494548798,0.11188569216256206,0.11145703494548798,0.11145703494548798,48003200
1980-12-26,0.12174548208713531,0.12217413921851905,0.1217454820871353,0.1217454820871353,55574400
1980-12-29,0.12346009910106659,0.12388875623222616,0.1234600991010666,0.1234600991010666,93161600
1980-12-30,0.12045951932668686,0.12088816500102426,0.12045951932668685,0.12088816500102426,68880000
1980-12-31,0.11703027039766312,0.11745892746463542,0.1170302703976631,0.11745892746463542,35750400
1981-01-02,0.11831627786159515,0.11917359234124465,0.11831627786159514,0.11831627786159514,21660800
1981-01-05,0.11574432998895645,0.11617297568053778,0.11574432998895645,0.11617297568053778,35728000
1981-01-06,0.11059972643852234,0.11102838367856871,0.11059972643852235,0.11102838367856871,45158400
1981-01-07,0.10588452219963074,0.10631317940348693,0.10588452219963074,0.10631317940348693,55686400
1981-01-08,0.10374122858047485,0.10416987421129666,0.10374122858047485,0.10416987421129666,39827200
1981-01-09,0.10931377112865448,0.10974242838816341,0.10931377112865448,0.10931377112865448,21504000
1981-01-12,0.10845649242401123,0.10931379568860396,0.10845649242401123,0.10931379568860396,23699200
1981-01-13,0.10459857434034348,0.105027231594628,0.10459857434034348,0.105027231594628,23049600
1981-01-14,0.1050272062420845,0.10545586339289537,0.1050272062420845,0.1050272062420845,14291200
1981-01-15,0.10717044025659561,0.1080277427888644,0.10717044025659561,0.10717044025659561,14067200
1981-01-16,0.10631317645311356,0.10674183364507378,0.10631317645311357,0.10674183364507378,13395200
1981-01-19,0.11274299770593643,0.1131716549327296,0.11274299770593643,0.11274299770593643,41574400
1981-01-20,0.10931377112865448,0.10974242838816341,0.10931377112865448,0.10974242838816341,30083200
1981-01-21,0.11145703494548798,0.11231433793259853,0.11145703494548798,0.11145703494548798,15904000
1981-01-22,0.11274299770593643,0.11360031215952278,0.11274299770593643,0.11274299770593643,35548800
1981-01-23,0.11231435835361481,0.11317167294364003,0.11231435835361481,0.11274301564862742,11222400
1981-01-26,0.11059972643852234,0.11102838367856871,0.11059972643852235,0.11102838367856871,24640000
1981-01-27,0.10974244773387909,0.1105997509569861,0.10974244773387909,0.1105997509569861,23699200
1981-01-28,0.10631317645311356,0.10674183364507378,0.10631317645311357,0.10674183364507378,28156800
1981-01-29,0.10245528817176819,0.10288394537859036,0.10245528817176819,0.10288394537859036,43904000
1981-01-30,0.09688199311494827,0.09773930736260429,0.09688199311494827,0.09773930736260429,46188800
1981-02-02,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09173816163687441,23766400
1981-02-03,0.09473875910043716,0.09516741063065036,0.09473875910043716,0.09473875910043716,19152000
1981-02-04,0.09816799312829971,0.09859663893015594,0.09816799312829971,0.09816799312829971,27865600
1981-02-05,0.09816799312829971,0.09902529617905062,0.09816799312829971,0.09816799312829971,7929600
1981-02-06,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09859661012887955,13865600
1981-02-09,0.09345277398824692,0.09431008259720856,0.09345277398824692,0.09431008259720856,16755200
1981-02-10,0.09345277398824692,0.0938814311544868,0.09345277398824692,0.09345277398824692,18345600
1981-02-11,0.09045220911502838,0.09088086061649642,0.09045220911502838,0.09088086061649642,13843200
1981-02-12,0.08959408104419708,0.09002350499703168,0.08959408104419708,0.09002350499703168,14560000
1981-02-13,0.08745090663433075,0.08830821583012151,0.08745090663433075,0.08830821583012151,11155200
1981-02-17,0.08959408104419708,0.09002350499703168,0.08959408104419708,0.08959408104419708,12275200
1981-02-18,0.09345277398824692,0.09431008259720856,0.09345277398824692,0.09345277398824692,19241600
1981-02-19,0.087879478931427,0.08830813600359698,0.087879478931427,0.08830813600359698,22310400
1981-02-20,0.08316433429718018,0.08359299162097744,0.08316433429718018,0.08359299162097744,24371200
1981-02-23,0.08445028960704803,0.08487894690437735,0.08445028960704803,0.08445028960704803,14112000
1981-02-24,0.0814497172832489,0.08230702621610388,0.0814497172832489,0.08230702621610388,16979200
1981-02-25,0.08659354597330093,0.08702219745467438,0.08659354597330093,0.08659354597330093,19488000
1981-02-26,0.087879478931427,0.08830813600359698,0.087879478931427,0.087879478931427,10841600
1981-02-27,0.09088082611560822,0.09173813451660509,0.09088082611560822,0.09088082611560822,14761600
1981-03-02,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09130951017141342,11760000
1981-03-03,0.09002356231212616,0.09045221958673903,0.09002356231212616,0.09045221958673903,16172800
1981-03-04,0.08916546404361725,0.0895941154865871,0.08916546404361725,0.0895941154865871,13708800
1981-03-05,0.08873683214187622,0.08916548943040956,0.08873683214187622,0.08916548943040956,5376000
1981-03-06,0.087879478931427,0.08873678735225007,0.087879478931427,0.08873678735225007,11603200
1981-03-09,0.08102105557918549,0.08144970713042077,0.08102105557918549,0.08144970713042077,15321600
1981-03-10,0.07716238498687744,0.0775910364766614,0.07716238498687744,0.0775910364766614,28380800
1981-03-11,0.07416179776191711,0.07501910641989218,0.07416179776191711,0.07501910641989218,29859200
1981-03-12,0.07716238498687744,0.0775910364766614,0.07716238498687744,0.07716238498687744,59248000
1981-03-13,0.0763050839304924,0.07673373546323249,0.0763050839304924,0.07673373546323249,231302400
1981-03-16,0.07930643856525421,0.08016374739814171,0.07930643856525421,0.07930643856525421,37228800
1981-03-17,0.08316433429718018,0.0840216432212545,0.08316433429718018,0.08316433429718018,43747200
1981-03-18,0.08830815553665161,0.08916546414710445,0.08830815553665161,0.08830815553665161,36937600
1981-03-19,0.08745090663433075,0.08787955837046511,0.08745090663433075,0.08787955837046511,37811200
1981-03-20,0.08830815553665161,0.08916546414710445,0.08830815553665161,0.08830815553665161,14604800
1981-03-23,0.09173814207315445,0.09259545054476856,0.09173814207315445,0.09173814207315445,22019200
1981-03-24,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09173816163687441,28156800
1981-03-25,0.08959408104419708,0.09045216199873231,0.08959408104419708,0.09045216199873231,7056000
1981-03-26,0.087879478931427,0.08830813600359698,0.087879478931427,0.08830813600359698,12275200
1981-03-27,0.08487889915704727,0.08530755048972545,0.08487889915704727,0.08530755048972545,12252800
1981-03-30,0.08487889915704727,0.08573620754592028,0.08487889915704727,0.08487889915704727,9900800
1981-03-31,0.08402160555124283,0.08487891409095383,0.08402160555124283,0.08487891409095383,15993600
1981-04-01,0.08316433429718018,0.08359299162097744,0.08316433429718018,0.08359299162097744,34070400
1981-04-02,0.09045220911502838,0.09088086061649642,0.09045220911502838,0.09045220911502838,31404800
1981-04-03,0.09088082611560822,0.09130948317786503,0.09088082611560822,0.09088082611560822,16486400
1981-04-06,0.08916546404361725,0.0895941154865871,0.08916546404361725,0.0895941154865871,22803200
1981-04-07,0.08830815553665161,0.08873680698011897,0.08830815553665161,0.08873680698011897,10684800
1981-04-08,0.09259548783302307,0.09345279664987592,0.09259548783302307,0.09259548783302307,21952000
1981-04-09,0.09431009739637375,0.09473875462987864,0.09431009739637375,0.09431009739637375,12499200
1981-04-10,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,33465600
1981-04-13,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,16060800
1981-04-14,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.0955960676074028,6652800
1981-04-15,0.09088082611560822,0.09130948317786503,0.09088082611560822,0.09130948317786503,34048000
1981-04-16,0.08573627471923828,0.08616492638775977,0.08573627471923828,0.08616492638775977,23878400
1981-04-20,0.08830815553665161,0.08873680698011897,0.08830815553665161,0.08830815553665161,35347200
1981-04-21,0.09431009739637375,0.09473875462987864,0.09431009739637375,0.09431009739637375,28537600
1981-04-22,0.0977393165230751,0.09816797368707836,0.0977393165230751,0.0977393165230751,18995200
1981-04-23,0.10031123459339142,0.10073989174876424,0.10031123459339142,0.10031123459339142,58016000
1981-04-24,0.09945392608642578,0.10031122890149004,0.09945392608642578,0.10031122890149004,35056000
1981-04-27,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09902526725255822,38528000
1981-04-28,0.09688199311494827,0.09731065023877628,0.09688199311494827,0.09731065023877628,32188800
1981-04-29,0.0955960676074028,0.09602471913637402,0.0955960676074028,0.09602471913637402,13641600
1981-04-30,0.09731067717075348,0.09816799165568225,0.09731067717075348,0.09731067717075348,12611200
1981-05-01,0.09731067717075348,0.09816799165568225,0.09731067717075348,0.09731067717075348,16553600
1981-05-04,0.09688199311494827,0.09731065023877628,0.09688199311494827,0.09731065023877628,14448000
1981-05-05,0.09645338356494904,0.09688202940229203,0.09645338356494904,0.09688202940229203,17539200
1981-05-06,0.09388142824172974,0.09431007967115221,0.09388142824172974,0.09431007967115221,18950400
1981-05-07,0.09516739845275879,0.09559605565163908,0.09516739845275879,0.09516739845275879,9363200
1981-05-08,0.09602468460798264,0.09645334170633735,0.09602468460798264,0.09602468460798264,7907200
