Price,Close,High,Low,Open,Volume (Millions),Ticker,MA_10,MA_50,Daily_Return,Price_Change,High_Low_Spread,Volatility
Ticker,META,META,META,META,,,,,,,,
Date,,,,,,,,,,,,
2012-07-30,23.02368927001953,23.90883456805975,22.904345072785176,23.869051904353757,29.2859,META,27.370841789245606,29.676194076538085,-0.02361877867619011,-0.8453626343342258,1.0044894952745729,0.03835666902872203
2012-07-31,21.5915470123291,23.24249162034155,21.49209414055579,23.24249162034155,56.1794,META,26.736322593688964,29.34759677886963,-0.06220298757920195,-1.6509446080124484,1.7503974797857609,0.039829252824079314
2012-08-01,20.766075134277344,21.462256600824798,20.72629436595737,21.382693167242966,44.6044,META,25.917812728881835,29.086031761169433,-0.03823125214605516,-0.6166180329656221,0.7359622348674293,0.03943595067941846
2012-08-02,19.9306583404541,20.72629260882001,19.711857493947182,20.656674847455708,56.3745,META,25.026701354980467,28.868027725219726,-0.04022988400173266,-0.7260165070016065,1.0144351148728283,0.03913860677256738
2012-08-03,20.974929809570312,22.03909141852344,19.79142210475188,20.24891325913674,80.647,META,24.26388626098633,28.65101821899414,0.052395232073022324,0.7260165504335738,2.24766931377156,0.042044210278021986
2012-08-06,21.800399780273438,22.029144394898438,21.183781800695474,21.273290892842947,27.7789,META,23.58461265563965,28.430030517578125,0.039355076665214206,0.5271088874304901,0.8453625942029639,0.043466096557990365
2012-08-07,20.606945037841797,22.32750710195377,20.388146104014755,22.07887117385603,36.7829,META,22.8158296585083,28.207451553344725,-0.05474462644999578,-1.4719261360142326,1.9393609979390156,0.04423250623389732
2012-08-08,20.606945037841797,21.034599137680566,20.109673181646315,20.596999373084895,29.5374,META,21.95853271484375,28.045937576293944,0.0,0.009945664756902062,0.9249259560342509,0.044447078430821865
2012-08-09,20.895368576049805,21.054495455981574,20.49755137622038,20.636786921925168,15.6107,META,21.3777193069458,27.903121147155762,0.013996423908461786,0.25858165412463663,0.5569440797611946,0.04496281735849467
2012-08-10,21.69099998474121,21.700945650483295,21.014709889813666,21.293182839766708,25.7947,META,21.188755798339844,27.748171157836914,0.03807692627175552,0.3978171449745034,0.6862357606696285,0.04658997155320896
2012-08-13,21.482145309448242,22.327507873584302,21.283235801319172,22.029143611390698,24.9731,META,21.034601402282714,27.626438980102538,-0.009628632863394548,-0.5469983019424554,1.0442720722651302,0.044052807560408004
2012-08-14,20.268802642822266,21.48214734275913,20.13951277816009,21.293183481845027,39.3088,META,20.90232696533203,27.49675045013428,-0.05648144769285801,-1.0243808390227613,1.3426345645990416,0.04509831287162832
2012-08-15,21.084327697753906,21.293180969164634,20.28869158075961,20.527381846775416,47.8611,META,20.93415222167969,27.403860015869142,0.04023548254442355,0.5569458509784901,1.0044893884050232,0.0453407805271075
2012-08-16,19.761585235595703,20.368255635890478,19.582567056283857,20.328474872122108,157.5653,META,20.917244911193848,27.265817337036133,-0.0627358140662514,-0.5668896365264047,0.7856885796066209,0.046493737158786165
2012-08-17,18.946060180664062,19.970441061338693,18.896333745374054,19.900823293155916,129.2934,META,20.714357948303224,27.121409606933593,-0.041268200157478785,-0.9547631124918539,1.074107315964639,0.046727584723806545
